LAMMPS data file via write_data, version 29 Oct 2020, timestep = 3500

3415 atoms
5 atom types
47 bonds
7 bond types

0.0 10.0 xlo xhi
0.0 10.0 ylo yhi
0.0 10.0 zlo zhi

Masses

1 1
2 1
3 1
4 1
5 1

Pair Coeffs # dpd

1 25 1
2 25 1
3 25 1
4 25 1
5 25 1

Bond Coeffs # harmonic

1 4 1
2 4 1
3 4 1
4 4 1
5 4 1
6 4 1
7 4 1

Atoms # bond

321 289 4 9.620968411635001 2.6041839307830004 1.7118565496905103 -2 -1 0
436 404 4 1.9863131512695433 7.238037884257132 4.522512604065373 -2 0 0
832 800 4 2.231551441254189 5.347968335931722 3.8778041903061604 0 2 1
1746 1714 4 2.6048709321368984 0.228733710587855 0.7632308285819714 1 0 1
1281 1249 4 6.073390730427493 3.4865933349293545 2.242339463625289 1 1 -1
3095 3063 4 2.6755673972526526 0.772193561861375 1.0812028161962437 0 -1 1
1563 1531 4 9.154489114530671 8.046441854945229 2.7193437491516574 -1 -1 0
908 876 4 4.403971166128947 0.7482078948114492 1.8886777785109172 0 0 2
1459 1427 4 6.399494817939623 1.7994178278793629 5.435948822346626 0 1 -2
2396 2364 4 8.337369829831394 2.94150969048101 9.045319524326098 -1 2 0
378 346 4 9.635208199930064 2.707913437325764 0.8226377509898702 0 -2 1
3392 3360 4 2.4429228692201805 6.257803473981725 6.993671616052846 2 -1 0
2017 1985 4 0.9013857495987276 9.436380249722356 6.556254022099342 1 0 1
2951 2919 4 9.691585765039404 9.869655309227868 1.8942997931466414 -1 -2 2
449 417 4 9.572116260715372 1.0337175099059759 7.326625674338784 0 3 1
944 912 4 3.545924985039113 1.3045751117624933 2.7930144961617223 0 0 1
2721 2689 4 0.44307505158256966 7.986039125737061 1.4789245028199411 1 1 0
303 271 4 2.3996377885668867 3.966292897823861 2.06321007854351 0 1 0
2841 2809 4 3.360859688733719 7.808136115415259 7.497246169997474 2 -2 0
1129 1097 4 9.408853862350336 3.3932433018780572 0.16153669407099766 0 1 1
2485 2453 4 6.532178717789829 6.778776238885851 5.881576448629739 0 -1 -1
1927 1895 4 0.9233601714400095 3.2380680874407335 2.0365103088970056 -2 1 2
936 904 4 3.6260178888948165 2.242049597820607 7.857046736227372 -1 0 -2
774 742 4 5.8699159252703 6.729108013413752 2.1219396979136818 1 0 -1
1381 1349 4 7.313812806218048 0.9952020273752766 8.715602455710997 -2 0 0
1092 1060 4 0.8499920310874608 3.7823305343857756 6.4875255385182165 0 -1 0
2180 2148 4 3.9777010371981083 9.182183274340673 2.4929352493883217 -1 1 0
3005 2973 4 9.452651248043766 5.359737588496369 5.831651932896922 -1 -1 -1
1554 1522 4 2.3583064051763065 1.2508313305561425 7.3847117067056764 0 0 1
2516 2484 4 2.6311747088175856 1.7243491496058012 4.473376697437536 2 2 1
2111 2079 4 9.006113069641765 7.183709394993033 7.966415821155665 1 2 -1
660 628 4 4.415245365792894 7.221142800918126 2.074894120152728 0 -1 0
228 196 4 7.925949532021207 1.4293567668902332 5.920482446171476 -1 0 0
3346 3314 4 5.6499658891169915 9.540717723491746 2.1863093495290604 0 -1 0
1615 1583 4 3.8217245642720754 8.128425312283749 5.10104689219786 -1 0 0
884 852 4 1.9143962632587999 4.285028007793273 5.15150281658336 0 3 1
725 693 4 5.242594447483239 5.4142242480102984 5.607908183978344 -1 0 -2
253 221 4 4.692518810755784 4.110856538295288 4.569715817784386 0 -1 0
3255 3223 4 7.209525602404861 9.72369624660073 1.3222533346002079 0 0 0
1544 1512 4 7.176158352561684 3.5489984114713793 3.388373567868866 1 -1 0
1907 1875 4 3.445493409101856 5.9764032736366834 0.3656805080414723 1 -1 1
1714 1682 4 0.22601536575332198 4.766821091109051 1.2544888474907114 0 2 1
2676 2644 4 5.849434038355189 3.96963588471562 7.4220817974003515 2 -1 0
831 799 4 3.3916936022502027 8.569763688926303 1.5167701900175128 -2 -1 0
2136 2104 4 5.157721338231932 8.89721818185296 0.3029878923177546 0 0 -2
178 146 4 3.844159391209196 6.427556820211355 7.660068612366347 -1 1 -1
703 671 4 3.1744831987788316 9.909925325552354 8.962964219761666 1 -1 -1
417 385 4 3.1621385547759684 5.892157802386331 3.09226667244143 0 0 0
1141 1109 4 4.590328254651991 5.5929986015443 9.232678472546665 1 2 1
263 231 4 0.7391792443145307 2.991278402219746 4.246531065260934 0 1 2
1304 1272 4 1.7637332085705015 8.032153850951907 6.609114870974245 0 3 -2
1374 1342 4 2.1711039246981385 2.9181707793348806 4.406428265719994 -1 -1 0
2876 2844 4 8.336207776276488 0.43754137695192724 9.758317329699407 -1 -1 0
237 205 4 0.5860000405948113 4.482109705310629 9.93767695082988 2 0 -1
3049 3017 4 9.296444018070433 0.9258026558831087 5.362687748149877 0 1 0
453 421 4 9.083066324606152 6.529929626088433 8.139569227347042 0 -1 -1
1926 1894 4 9.765027133113872 4.035585281803168 4.9951911921326095 0 0 3
48 16 4 6.629467106126164 9.217803464009204 7.336633416804214 1 0 0
2226 2194 4 9.220146380857296 9.317762028178207 6.037156448385528 0 0 1
3070 3038 4 4.005137405160243 4.987936863517842 0.40501366658388727 -1 0 2
1036 1004 4 1.0553114174195901 1.217423124620907 8.733311323872439 0 2 -2
2065 2033 4 9.534433885602887 0.22781701391284112 6.7526435083514205 1 1 -2
855 823 4 3.1087737177841652 0.267701737643153 3.2379602965163725 -1 2 -2
3310 3278 4 6.514493544212401 4.32779187575377 0.3998449367065928 1 -1 1
3017 2985 4 9.008616030335418 0.63946358511529 3.7167213998473403 0 0 0
