
75000	39.583333333333336	[[2.369533101399999, 4.357527597756005, 3.8227618991789196], [207.18118615209534, 0.09720667650414369, 0.9889972642711428], [5.7423150173847715, 3.659790211111217, 4.226128317876876]]	3
180000	59.375	[[174.112595726236, 4.385903760256429, 4.8962516484331], [21.92117580326758, 3.7604409741774436, 2.975091226157823]]	2
285000	59.375	[[174.5202800816552, 4.861262714736152, 3.845059744548097], [3.7833015042794385, 3.1972757198914876, 2.8762724631806904]]	2
390000	118.75	[array([4.20960676, 7.69790386, 6.66769405])]	1
75000	39.583333333333336	7.1237216662977465	3
180000	59.375	9.447763937736093	2
285000	59.375	8.33784207990273	2
390000	118.75	4.309896132537529	1
495000	118.75	4.278105594326479	1
